         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      816    0.002    0.000    0.004    0.000 transforms.py:2290(__init__)
     2392    0.002    0.000    0.044    0.000 nanops.py:193(_maybe_get_mask)
     3583    0.002    0.000    0.002    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
    18522    0.002    0.000    0.002    0.000 {method 'read' of '_io.StringIO' objects}
     1188    0.002    0.000    0.004    0.000 rolling.py:470(_get_cython_func_type)
    22182    0.002    0.000    0.002    0.000 datetimes.py:748(inferred_type)
     3564    0.002    0.000    0.010    0.000 concat.py:466(<listcomp>)
     3564    0.002    0.000    0.023    0.000 concat.py:382(<listcomp>)
     3575    0.002    0.000    0.035    0.000 <__array_function__ internals>:2(array_equal)
     4831    0.002    0.000    0.003    0.000 generic.py:382(_get_block_manager_axis)
     4584    0.002    0.000    0.027    0.000 frame.py:2854(_get_column_array)
     2970    0.002    0.000    0.175    0.000 <__array_function__ internals>:2(apply_along_axis)
      596    0.002    0.000    0.033    0.000 frame.py:8545(<listcomp>)
     4158    0.002    0.000    0.002    0.000 base.py:190(_selected_obj)
    11895    0.002    0.000    0.002    0.000 managers.py:1598(index)
     1188    0.002    0.000    0.002    0.000 {pandas._libs.ops_dispatch.maybe_dispatch_ufunc_to_dunder_op}
     2376    0.002    0.000    0.099    0.000 managers.py:533(setitem)
     6903    0.002    0.000    0.002    0.000 blocks.py:180(is_view)
     8910    0.002    0.000    0.003    0.000 _core.py:25(get_offset)
     3024    0.002    0.000    0.002    0.000 _parser.py:328(weekday)
     1786    0.002    0.000    0.017    0.000 generic.py:5268(values)
     1249    0.002    0.000    0.003    0.000 numeric.py:1308(normalize_axis_tuple)
      594    0.002    0.000    0.004    0.000 construction.py:432(get_names_from_index)
      279    0.002    0.000    0.004    0.000 transforms.py:1924(rotate)
     6290    0.002    0.000    0.003    0.000 __init__.py:815(__getitem__)
     4759    0.002    0.000    0.011    0.000 base.py:854(empty)
      601    0.002    0.000    0.179    0.000 generic.py:11445(stat_func)
    12691    0.002    0.000    0.002    0.000 {built-in method builtins.id}
     3024    0.002    0.000    0.005    0.000 base.py:492(_get_attributes_dict)
     3078    0.002    0.000    0.005    0.000 <__array_function__ internals>:2(bincount)
     1750    0.002    0.000    0.002    0.000 {built-in method builtins.__import__}
     3575    0.002    0.000    0.005    0.000 common.py:1509(is_complex_dtype)
      952    0.002    0.000    0.002    0.000 version.py:474(_cmpkey)
     3564    0.002    0.000    0.007    0.000 datetimelike.py:682(<listcomp>)
     2617    0.002    0.000    0.002    0.000 {method 'fill' of 'numpy.ndarray' objects}
     5180    0.002    0.000    0.030    0.000 frame.py:2861(_iter_column_arrays)
     4782    0.002    0.000    0.003    0.000 missing.py:665(clean_reindex_fill_method)
     3491    0.002    0.000    0.021    0.000 generic.py:1194(<genexpr>)
      939    0.002    0.000    0.004    0.000 base.py:1032(__iter__)
     3564    0.002    0.000    0.002    0.000 concat.py:511(_get_result_dim)
     1211    0.002    0.000    0.007    0.000 base.py:4717(_maybe_promote)
      594    0.002    0.000    0.193    0.000 frame.py:2809(T)
     2460    0.002    0.000    0.002    0.000 {pandas._libs.algos.ensure_platform_int}
      588    0.002    0.000    0.002    0.000 font_manager.py:1106(score_stretch)
     8489    0.002    0.000    0.044    0.000 managers.py:163(blknos)
     5134    0.002    0.000    0.012    0.000 common.py:1265(is_string_like_dtype)
     1188    0.002    0.000    0.075    0.000 series.py:730(construct_return)
      594    0.002    0.000    0.002    0.000 {built-in method pandas._libs.tslibs.timezones.tz_compare}
      596    0.002    0.000    0.099    0.000 generic.py:5350(dtypes)
      485    0.002    0.000    0.005    0.000 transforms.py:2408(__init__)
    15334    0.002    0.000    0.002    0.000 {built-in method _warnings._filters_mutated}
     4762    0.002    0.000    0.003    0.000 nanops.py:64(<genexpr>)
     2993    0.002    0.000    0.021    0.000 nanops.py:322(_na_ok_dtype)
     3564    0.002    0.000    0.015    0.000 datetimelike.py:691(<listcomp>)
    14850    0.002    0.000    0.002    0.000 common.py:215(<genexpr>)
    17475    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_float}
5073/4117    0.002    0.000    0.003    0.000 artist.py:217(stale)
     3564    0.002    0.000    0.002    0.000 concat.py:383(<setcomp>)
     4177    0.002    0.000    0.006    0.000 series.py:498(values)
      484    0.002    0.000    0.006    0.000 transforms.py:2451(get_matrix)
      250    0.002    0.000    0.002    0.000 {method 'peek' of '_io.BufferedReader' objects}
     2075    0.002    0.000    0.004    0.000 transforms.py:1831(__init__)
        7    0.002    0.000    1.190    0.170 parsers.py:422(_read)
     3564    0.002    0.000    0.002    0.000 concat.py:540(<listcomp>)
     3160    0.002    0.000    0.003    0.000 transforms.py:1701(__init__)
     1188    0.002    0.000    0.100    0.000 series.py:908(_get_with)
     7145    0.002    0.000    0.002    0.000 function.py:48(__call__)
      601    0.002    0.000    0.093    0.000 nanops.py:854(reduction)
     1188    0.002    0.000    0.003    0.000 rolling.py:187(validate)
     1750    0.002    0.000    0.006    0.000 pickle.py:1569(find_class)
      274    0.002    0.000    0.034    0.000 patches.py:260(get_transform)
     2970    0.002    0.000    0.007    0.000 common.py:211(count_not_none)
    10692    0.002    0.000    0.002    0.000 common.py:180(<genexpr>)
      476    0.002    0.000    0.002    0.000 uuid.py:130(__init__)
     1249    0.002    0.000    0.022    0.000 cast.py:814(maybe_upcast)
      659    0.002    0.000   27.623    0.042 construction.py:60(arrays_to_mgr)
     2970    0.002    0.000    0.026    0.000 <__array_function__ internals>:2(zeros_like)
     1188    0.002    0.000    0.003    0.000 rolling.py:480(_get_window_indexer)
     3079    0.002    0.000    0.002    0.000 numerictypes.py:621(<listcomp>)
     3564    0.002    0.000    0.002    0.000 generic.py:5243(_check_inplace_setting)
     3028    0.002    0.000    0.013    0.000 frame.py:1099(__len__)
     4752    0.002    0.000    0.002    0.000 base.py:1720(is_integer)
     3050    0.002    0.000    0.020    0.000 managers.py:977(_consolidate_inplace)
      238    0.002    0.000    0.002    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
      476    0.002    0.000    3.831    0.008 _forest.py:609(predict)
     4486    0.002    0.000    0.002    0.000 transforms.py:82(__init__)
     1248    0.002    0.000    0.111    0.000 managers.py:563(shift)
     1188    0.002    0.000    0.067    0.000 series.py:1037(_set_with)
     1750    0.002    0.000    0.008    0.000 pickle.py:1530(load_stack_global)
     3577    0.002    0.000    0.013    0.000 {method 'all' of 'numpy.ndarray' objects}
     3571    0.002    0.000    0.002    0.000 generic.py:362(<dictcomp>)
      571    0.002    0.000    0.002    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     1404    0.002    0.000    0.002    0.000 ops.py:76(_get_same_shape_values)
      594    0.002    0.000    0.072    0.000 mom.py:5(mom)
     1926    0.002    0.000    0.003    0.000 managers.py:138(<listcomp>)
        7    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     1257    0.002    0.000    0.012    0.000 fromnumeric.py:2881(prod)
    15498    0.001    0.000    0.001    0.000 {method 'isalpha' of 'str' objects}
     9145    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
     1300    0.001    0.000    0.016    0.000 transforms.py:1764(frozen)
      476    0.001    0.000    0.002    0.000 _forest.py:680(<listcomp>)
        7    0.001    0.000    0.002    0.000 parsers.py:1639(_maybe_dedup_names)
     3045    0.001    0.000    0.003    0.000 base.py:573(__array__)
      485    0.001    0.000    0.001    0.000 {method 'strftime' of 'datetime.date' objects}
       42    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     3691    0.001    0.000    0.002    0.000 base.py:3896(_get_engine_target)
      570    0.001    0.000    0.016    0.000 base.py:4196(equals)
     6066    0.001    0.000    0.002    0.000 base.py:424(<genexpr>)
      596    0.001    0.000    0.042    0.000 managers.py:263(get_dtypes)
     3564    0.001    0.000    0.001    0.000 common.py:176(not_none)
     1744    0.001    0.000    0.023    0.000 generic.py:1193(_indexed_same)
     4836    0.001    0.000    0.005    0.000 managers.py:675(is_consolidated)
     1087    0.001    0.000    0.012    0.000 transforms.py:2462(composite_transform_factory)
    11887    0.001    0.000    0.001    0.000 managers.py:1621(is_consolidated)
     4158    0.001    0.000    0.006    0.000 base.py:66(_reset_cache)
     2376    0.001    0.000    0.003    0.000 indexers.py:117(check_setitem_lengths)
     1188    0.001    0.000    0.002    0.000 indexing.py:2106(_tuplify)
     7839    0.001    0.000    0.001    0.000 managers.py:179(blklocs)
     1245    0.001    0.000    0.126    0.000 series.py:4584(shift)
      588    0.001    0.000    0.003    0.000 font_manager.py:1045(score_family)
     1404    0.001    0.000    0.007    0.000 ops.py:64(_reset_block_mgr_locs)
      601    0.001    0.000    0.095    0.000 nanops.py:97(f)
     1190    0.001    0.000    0.021    0.000 frame.py:607(_is_homogeneous_type)
     7128    0.001    0.000    0.002    0.000 base.py:3142(is_int)
      594    0.001    0.000    0.035    0.000 base.py:2487(union)
     4158    0.001    0.000    0.002    0.000 rolling.py:450(_get_roll_func)
      594    0.001    0.000    0.181    0.000 rolling.py:2104(var)
      476    0.001    0.000    0.003    0.000 validation.py:187(_num_samples)
      476    0.001    0.000    0.001    0.000 disk.py:42(memstr_to_bytes)
      594    0.001    0.000    0.044    0.000 datetimes.py:360(union_many)
     3024    0.001    0.000    0.001    0.000 _parser.py:348(ampm)
    11350    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
      594    0.001    0.000    0.002    0.000 api.py:95(_get_distinct_objs)
     1917    0.001    0.000    0.255    0.000 indexing.py:1057(_get_label)
     7187    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
     2805    0.001    0.000    0.004    0.000 __init__.py:1553(getint_event)
      595    0.001    0.000    0.046    0.000 api.py:161(union_indexes)
     3024    0.001    0.000    0.001    0.000 _parser.py:335(month)
     5134    0.001    0.000    0.001    0.000 common.py:1293(<lambda>)
      476    0.001    0.000    0.004    0.000 queue.py:33(__init__)
     8454    0.001    0.000    0.001    0.000 multiarray.py:1043(copyto)
 1051/559    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      594    0.001    0.000    0.050    0.000 api.py:109(_get_combined_index)
     3564    0.001    0.000    0.002    0.000 printing.py:71(<listcomp>)
  476/238    0.001    0.000    0.026    0.000 transforms.py:2310(frozen)
      594    0.001    0.000    0.017    0.000 numeric.py:164(_union)
      114    0.001    0.000    0.012    0.000 lines.py:751(draw)
      601    0.001    0.000    0.029    0.000 generic.py:11556(logical_func)
     3565    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
      953    0.001    0.000    0.059    0.000 managers.py:1870(_interleaved_dtype)
      476    0.001    0.000    0.001    0.000 {built-in method posix.urandom}
     9532    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       24    0.001    0.000    0.001    0.000 {built-in method pandas._libs.tslib.array_to_datetime}
       93    0.001    0.000    0.010    0.000 lines.py:269(__init__)
     1406    0.001    0.000    0.029    0.000 blocks.py:350(_split_op_result)
     3024    0.001    0.000    0.003    0.000 base.py:496(<dictcomp>)
     3652    0.001    0.000    0.002    0.000 managers.py:323(<genexpr>)
      596    0.001    0.000    0.097    0.000 frame.py:8571(func)
      405    0.001    0.000    0.003    0.000 transforms.py:727(__init__)
      279    0.001    0.000    0.005    0.000 transforms.py:1940(rotate_deg)
     5940    0.001    0.000    0.002    0.000 _parser.py:214(isnum)
     1188    0.001    0.000    0.001    0.000 function.py:332(validate_rolling_func)
     1191    0.001    0.000    0.002    0.000 construction.py:289(_prep_ndarray)
     3583    0.001    0.000    0.011    0.000 _methods.py:56(_all)
      237    0.001    0.000    0.080    0.000 backend_bases.py:1435(__init__)
      594    0.001    0.000    0.006    0.000 datetimelike.py:896(_maybe_utc_convert)
     4235    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     3572    0.001    0.000    0.002    0.000 nanops.py:57(check)
      184    0.001    0.000    0.002    0.000 dates.py:269(_from_ordinalf)
     1408    0.001    0.000    0.033    0.000 construction.py:726(convert)
     3024    0.001    0.000    0.001    0.000 _parser.py:325(jump)
     1917    0.001    0.000    0.003    0.000 missing.py:571(is_valid_nat_for_dtype)
     1789    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(min_scalar_type)
      103    0.001    0.000    0.005    0.000 lines.py:667(recache)
      953    0.001    0.000    0.047    0.000 cast.py:1448(find_common_type)
      597    0.001    0.000    0.002    0.000 inference.py:391(is_dataclass)
     1411    0.001    0.000    0.005    0.000 blocks.py:292(getitem_block)
      492    0.001    0.000    0.011    0.000 missing.py:358(array_equivalent)
     1791    0.001    0.000    0.003    0.000 nanops.py:328(_wrap_results)
     4794    0.001    0.000    0.001    0.000 missing.py:75(clean_fill_method)
     1854    0.001    0.000    0.001    0.000 managers.py:684(<listcomp>)
     1750    0.001    0.000    0.002    0.000 pickle.py:322(_getattribute)
      597    0.001    0.000    0.079    0.000 __init__.py:406(flex_wrapper)
      526    0.001    0.000    0.006    0.000 transforms.py:1972(translate)
      476    0.001    0.000    0.007    0.000 extmath.py:663(_safe_accumulator_op)
     1188    0.001    0.000    0.003    0.000 rolling.py:1908(is_datetimelike)
      476    0.001    0.000    0.016    0.000 fixes.py:63(_joblib_parallel_args)
      594    0.001    0.000    0.031    0.000 datetimelike.py:837(_union)
     1249    0.001    0.000    0.028    0.000 <__array_function__ internals>:2(roll)
      594    0.001    0.000    0.177    0.000 rolling.py:2087(mean)
     4158    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_float64}
      417    0.001    0.000    0.006    0.000 {built-in method builtins.sorted}
     1786    0.001    0.000    0.003    0.000 managers.py:698(any_extension_types)
     1257    0.001    0.000    0.014    0.000 <__array_function__ internals>:2(prod)
     7128    0.001    0.000    0.001    0.000 typing.py:1149(cast)
     2376    0.001    0.000    0.003    0.000 indexers.py:91(is_empty_indexer)
     5945    0.001    0.000    0.001    0.000 multiarray.py:1078(putmask)
     2970    0.001    0.000    0.001    0.000 _core.py:20(get_drift)
     2412    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_int64}
      476    0.001    0.000    0.039    0.000 base.py:369(_validate_data)
      476    0.001    0.000    0.001    0.000 logger.py:39(short_format_time)
     2970    0.001    0.000    0.001    0.000 stride_tricks.py:19(__init__)
      603    0.001    0.000    0.008    0.000 shape_base.py:223(vstack)
      160    0.001    0.000    0.002    0.000 rrule.py:774(_iter)
        4    0.001    0.000    0.002    0.000 missing.py:635(pad_2d)
     1191    0.001    0.000    0.017    0.000 generic.py:5238(_is_mixed_type)
     2000    0.001    0.000    0.002    0.000 pickle.py:1427(load_tuple)
     3332    0.001    0.000    0.001    0.000 version.py:282(<genexpr>)
     3038    0.001    0.000    0.001    0.000 stride_tricks.py:24(_maybe_view_as_subclass)
     6270    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      588    0.001    0.000    0.001    0.000 font_manager.py:1068(<listcomp>)
  386/240    0.001    0.000    0.003    0.000 transforms.py:2387(get_affine)
     4248    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      952    0.001    0.000    0.014    0.000 __init__.py:111(parse_version)
       72    0.001    0.000    0.001    0.000 base.py:1646(is_unique)
       86    0.001    0.000    0.010    0.000 text.py:670(draw)
      132    0.001    0.000    0.017    0.000 text.py:272(_get_layout)
     1500    0.001    0.000    0.001    0.000 {method '__setstate__' of 'numpy.dtype' objects}
     3608    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
     1191    0.001    0.000    0.002    0.000 construction.py:450(_get_axes)
     3139    0.001    0.000    0.003    0.000 indexers.py:52(is_list_like_indexer)
      476    0.001    0.000    0.002    0.000 _parallel_backends.py:501(effective_n_jobs)
     3756    0.001    0.000    0.001    0.000 base.py:590(dtype)
      268    0.001    0.000    0.001    0.000 {built-in method builtins.round}
     7479    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_iterator}
      237    0.001    0.000    0.093    0.000 _backend_tk.py:283(motion_notify_event)
      492    0.001    0.000    0.002    0.000 shape_base.py:24(atleast_1d)
      476    0.001    0.000    0.001    0.000 _parallel_backends.py:389(configure)
      252    0.001    0.000    0.010    0.000 __init__.py:185(process)
       92    0.001    0.000    0.001    0.000 __init__.py:1663(normalize_kwargs)
      214    0.001    0.000    0.001    0.000 artist.py:74(__init__)
      229    0.001    0.000    0.002    0.000 managers.py:984(iget)
     1188    0.001    0.000    0.001    0.000 rolling.py:77(calculate_min_periods)
      966    0.001    0.000    0.001    0.000 generic.py:3582(_set_is_copy)
      594    0.001    0.000    0.001    0.000 api.py:233(_sanitize_and_check)
      302    0.001    0.000    0.001    0.000 __init__.py:2096(_check_isinstance)
      599    0.001    0.000    0.002    0.000 {method 'any' of 'numpy.generic' objects}
      476    0.001    0.000    0.045    0.000 _forest.py:417(_validate_X_predict)
      478    0.001    0.000    0.004    0.000 missing.py:456(_array_equivalent_object)
     1787    0.001    0.000    0.003    0.000 blocks.py:213(get_values)
     5940    0.001    0.000    0.001    0.000 fromnumeric.py:597(_transpose_dispatcher)
     6048    0.001    0.000    0.001    0.000 function_base.py:4612(_append_dispatcher)
      804    0.001    0.000    0.005    0.000 fromnumeric.py:2249(any)
      237    0.001    0.000    0.091    0.000 backend_bases.py:1821(motion_notify_event)
      238    0.001    0.000    0.068    0.000 patches.py:155(contains_point)
       14    0.001    0.000    0.007    0.000 series.py:335(_init_dict)
      643    0.001    0.000    0.003    0.000 blocks.py:2374(__init__)
     1188    0.001    0.000    0.001    0.000 indexers.py:42(__init__)
      152    0.001    0.000    0.005    0.000 dates.py:922(__call__)
        4    0.001    0.000    0.008    0.002 csvs.py:330(_save_chunk)
      237    0.001    0.000    0.009    0.000 backend_bases.py:2813(mouse_move)
     2376    0.001    0.000    0.009    0.000 series.py:725(<genexpr>)
     2376    0.001    0.000    0.001    0.000 rolling.py:284(_get_window)
     6048    0.001    0.000    0.001    0.000 fromnumeric.py:1701(_ravel_dispatcher)
     3564    0.001    0.000    0.001    0.000 {method 'write' of '_io.StringIO' objects}
     2392    0.001    0.000    0.005    0.000 nanops.py:168(_get_fill_value)
      256    0.001    0.000    0.001    0.000 __init__.py:1494(nametowidget)
      594    0.001    0.000    0.002    0.000 api.py:91(<listcomp>)
      476    0.001    0.000    0.004    0.000 uuid.py:778(uuid4)
     3564    0.001    0.000    0.001    0.000 {method 'center' of 'str' objects}
      594    0.001    0.000    0.052    0.000 api.py:65(get_objs_combined_axis)
      250    0.001    0.000    0.004    0.000 numpy_pickle_utils.py:53(_detect_compressor)
      428    0.001    0.000    0.001    0.000 font_manager.py:663(__hash__)
     5525    0.001    0.000    0.001    0.000 base.py:1378(nlevels)
      993    0.001    0.000    0.040    0.000 transforms.py:126(invalidate)
     4177    0.001    0.000    0.001    0.000 blocks.py:190(external_values)
    10494    0.001    0.000    0.005    0.000 datetimes.py:549(__iter__)
       42    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      588    0.001    0.000    0.002    0.000 font_manager.py:1124(score_weight)
     3564    0.001    0.000    0.001    0.000 concat.py:584(_maybe_check_integrity)
      594    0.001    0.000    0.013    0.000 base.py:2546(_union)
  257/242    0.001    0.000    0.262    0.001 __init__.py:1887(__call__)
     1191    0.001    0.000    0.015    0.000 managers.py:688(is_mixed_type)
     1215    0.001    0.000    0.001    0.000 extension.py:228(_get_engine_target)
      250    0.001    0.000    0.002    0.000 numpy_pickle.py:304(__init__)
     1188    0.001    0.000    0.001    0.000 rolling.py:1914(_on)
      262    0.001    0.000    0.001    0.000 transforms.py:400(height)
      804    0.001    0.000    0.006    0.000 <__array_function__ internals>:2(any)
        1    0.001    0.001    0.001    0.001 backend_agg.py:86(__init__)
     1188    0.001    0.000    0.001    0.000 series.py:705(<listcomp>)
      601    0.001    0.000    0.020    0.000 nanops.py:396(nanany)
      594    0.001    0.000    0.002    0.000 base.py:2464(_is_compatible_with_other)
     4972    0.001    0.000    0.001    0.000 managers.py:701(<genexpr>)
      485    0.001    0.000    0.005    0.000 fromnumeric.py:2105(sum)
        3    0.001    0.000    0.001    0.000 linalg.py:477(inv)
     1509    0.001    0.000    0.001    0.000 __init__.py:2131(_check_in_list)
     3588    0.001    0.000    0.001    0.000 fromnumeric.py:2333(_all_dispatcher)
      595    0.001    0.000    0.007    0.000 generic.py:1780(__array__)
     1925    0.001    0.000    0.001    0.000 indexing.py:237(loc)
        2    0.001    0.000    0.006    0.003 managers.py:1342(<listcomp>)
        1    0.001    0.001    0.001    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     4160    0.001    0.000    0.001    0.000 fromnumeric.py:835(_sort_dispatcher)
      536    0.001    0.000    0.005    0.000 transforms.py:2564(get_matrix)
      476    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     2806    0.001    0.000    0.010    0.000 managers.py:1894(<lambda>)
      258    0.001    0.000    0.003    0.000 artist.py:974(update)
     6293    0.001    0.000    0.001    0.000 {method '__getitem__' of 'dict' objects}
     2376    0.001    0.000    0.001    0.000 indexers.py:68(is_scalar_indexer)
     4755    0.001    0.000    0.001    0.000 series.py:1109(_is_mixed_type)
      594    0.001    0.000    0.003    0.000 numeric.py:271(_is_compatible_with_other)
      116    0.001    0.000    0.001    0.000 __init__.py:1838(_topmost_artist)
     2376    0.001    0.000    0.001    0.000 rolling.py:183(is_freq_type)
      476    0.001    0.000    0.005    0.000 parallel.py:385(effective_n_jobs)
     1188    0.001    0.000    0.001    0.000 series.py:708(<listcomp>)
     5940    0.001    0.000    0.001    0.000 {method 'isdigit' of 'str' objects}
     2008    0.001    0.000    0.004    0.000 common.py:603(<genexpr>)
       34    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1213    0.001    0.000    0.001    0.000 base.py:1685(is_boolean)
     1159    0.001    0.000    0.001    0.000 BaseStrategy.py:12(<lambda>)
      250    0.001    0.000    0.001    0.000 posixpath.py:150(dirname)
     1249    0.001    0.000    0.001    0.000 numeric.py:1358(<listcomp>)
     1791    0.001    0.000    0.001    0.000 managers.py:233(_is_single_block)
     4165    0.001    0.000    0.001    0.000 managers.py:1627(_consolidate_inplace)
     1191    0.001    0.000    0.015    0.000 generic.py:5240(<lambda>)
      368    0.001    0.000    0.001    0.000 {method 'replace' of 'datetime.datetime' objects}
      258    0.001    0.000    0.011    0.000 transforms.py:1960(rotate_deg_around)
     3078    0.001    0.000    0.001    0.000 multiarray.py:852(bincount)
     1188    0.001    0.000    0.001    0.000 indexing.py:2121(<listcomp>)
    268/2    0.001    0.000    0.118    0.059 artist.py:30(draw_wrapper)
     2973    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      232    0.000    0.000    0.005    0.000 transforms.py:1388(transform)
     4221    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
       24    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
      594    0.000    0.000    0.001    0.000 construction.py:579(<listcomp>)
     3575    0.000    0.000    0.000    0.000 numeric.py:2313(_array_equal_dispatcher)
     4584    0.000    0.000    0.000    0.000 generic.py:294(_data)
     1801    0.000    0.000    0.000    0.000 blocks.py:311(shape)
     1029    0.000    0.000    0.001    0.000 generic.py:471(ndim)
      292    0.000    0.000    0.004    0.000 transforms.py:782(from_extents)
     3024    0.000    0.000    0.000    0.000 _parser.py:1062(_could_be_tzname)
     1977    0.000    0.000    0.001    0.000 managers.py:1680(<genexpr>)
     2566    0.000    0.000    0.000    0.000 transforms.py:1868(get_matrix)
     2376    0.000    0.000    0.000    0.000 series.py:706(<genexpr>)
     8336    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     1782    0.000    0.000    0.000    0.000 numpy_.py:109(kind)
        6    0.000    0.000    0.001    0.000 {pandas._libs.lib.map_infer_mask}
     2970    0.000    0.000    0.000    0.000 shape_base.py:263(_apply_along_axis_dispatcher)
        1    0.000    0.000   57.099   57.099 satoshi.py:63(run_strat)
      548    0.000    0.000    0.001    0.000 __init__.py:1956(_setattr_cm)
      476    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(argmax)
      597    0.000    0.000    0.001    0.000 dataclasses.py:1045(is_dataclass)
     2970    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
     5099    0.000    0.000    0.000    0.000 artist.py:804(get_animated)
      476    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
     3627    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
     3381    0.000    0.000    0.000    0.000 artist.py:192(axes)
      258    0.000    0.000    0.001    0.000 patches.py:768(_convert_units)
      603    0.000    0.000    0.010    0.000 <__array_function__ internals>:2(vstack)
      476    0.000    0.000    0.001    0.000 _parallel_backends.py:185(in_main_thread)
      237    0.000    0.000    0.000    0.000 weakref.py:66(__call__)
       29    0.000    0.000    0.017    0.001 axis.py:56(__init__)
      512    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
      238    0.000    0.000    0.070    0.000 backend_bases.py:1883(inaxes)
      485    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(sum)
      594    0.000    0.000    0.001    0.000 datetimelike.py:764(_can_fast_union)
      250    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:46(<listcomp>)
      517    0.000    0.000    0.002    0.000 fromnumeric.py:2418(cumsum)
      229    0.000    0.000    0.003    0.000 frame.py:3184(_box_col_values)
     1188    0.000    0.000    0.000    0.000 series.py:810(axes)
        5    0.000    0.000    0.005    0.001 market_cap.py:3(market_cap)
       68    0.000    0.000    0.001    0.000 stride_tricks.py:114(_broadcast_to)
     2000    0.000    0.000    0.001    0.000 pickle.py:1258(load_false)
      611    0.000    0.000    0.004    0.000 transforms.py:1247(__add__)
      597    0.000    0.000    0.003    0.000 base.py:2429(_get_reconciled_name_object)
      250    0.000    0.000    8.822    0.035 numpy_pickle.py:493(_unpickle)
     3693    0.000    0.000    0.000    0.000 base.py:561(<lambda>)
        7    0.000    0.000    0.000    0.000 parsers.py:2230(<dictcomp>)
      250    0.000    0.000    0.001    0.000 numpy_pickle_utils.py:44(_get_prefixes_max_len)
      687    0.000    0.000    0.027    0.000 {method 'max' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.015    0.004 generic.py:10111(pct_change)
     1249    0.000    0.000    0.000    0.000 numeric.py:1194(<dictcomp>)
       99    0.000    0.000    0.002    0.000 font_manager.py:623(__init__)
     1188    0.000    0.000    0.001    0.000 construction.py:433(<genexpr>)
     2970    0.000    0.000    0.000    0.000 numeric.py:71(_zeros_like_dispatcher)
        2    0.000    0.000    0.099    0.050 frame.py:1230(from_dict)
      246    0.000    0.000    0.001    0.000 figure.py:70(as_list)
     1188    0.000    0.000    0.000    0.000 indexing.py:2198(convert_missing_indexer)
      517    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(cumsum)
     3024    0.000    0.000    0.000    0.000 _parser.py:192(__iter__)
      305    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.to_object_array}
      952    0.000    0.000    0.001    0.000 <string>:1(__new__)
      476    0.000    0.000    0.001    0.000 fromnumeric.py:1114(argmax)
       68    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      134    0.000    0.000    0.001    0.000 backend_bases.py:737(__init__)
      476    0.000    0.000    0.000    0.000 uuid.py:325(hex)
       74    0.000    0.000    0.019    0.000 text.py:867(get_window_extent)
