         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _base.py:242(_setdefaults)
        2    0.000    0.000    0.000    0.000 construction.py:297(convert)
        6    0.000    0.000    0.000    0.000 axis.py:1865(get_label_position)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumprod)
        2    0.000    0.000    0.000    0.000 format.py:475(get_buffer)
        2    0.000    0.000    0.000    0.000 colors.py:343(to_rgb)
        2    0.000    0.000    0.000    0.000 transforms.py:1639(__eq__)
        2    0.000    0.000    0.000    0.000 __init__.py:2237(wm_withdraw)
        8    0.000    0.000    0.000    0.000 __init__.py:272(wrapper)
        2    0.000    0.000    0.000    0.000 range.py:320(dtype)
        2    0.000    0.000    0.000    0.000 patches.py:2520(set_mutation_scale)
        1    0.000    0.000    0.000    0.000 gridspec.py:382(<dictcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:152(__call__)
        2    0.000    0.000    0.000    0.000 figure.py:483(get_tight_layout)
        1    0.000    0.000    0.000    0.000 __init__.py:1230(winfo_toplevel)
        6    0.000    0.000    0.000    0.000 scale.py:79(limit_range_for_scale)
        7    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
        1    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 transforms.py:768(null)
        1    0.000    0.000    0.006    0.006 format.py:916(to_string)
        1    0.000    0.000    0.000    0.000 frequencies.py:341(_get_annual_rule)
        1    0.000    0.000    0.000    0.000 __init__.py:2104(wm_iconphoto)
        2    0.000    0.000    0.000    0.000 format.py:1037(has_column_names)
        4    0.000    0.000    0.000    0.000 _base.py:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:655(nanprod)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:276(get_tk_widget)
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
        2    0.000    0.000    0.000    0.000 _subplots.py:231(<genexpr>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:113(_copyto)
        2    0.000    0.000    0.000    0.000 _base.py:2405(<listcomp>)
        2    0.000    0.000    0.000    0.000 units.py:81(__init__)
        2    0.000    0.000    0.000    0.000 base.py:1994(holds_integer)
        2    0.000    0.000    0.000    0.000 __init__.py:1957(wm_attributes)
        1    0.000    0.000    0.000    0.000 frequencies.py:419(_is_multiple)
        8    0.000    0.000    0.000    0.000 ticker.py:1822(tick_values)
        8    0.000    0.000    0.000    0.000 base.py:3247(_convert_list_indexer)
        1    0.000    0.000    0.000    0.000 __init__.py:2148(_check_getitem)
        3    0.000    0.000    0.000    0.000 figure.py:505(get_constrained_layout)
        1    0.000    0.000    0.000    0.000 frequencies.py:351(_get_quarterly_rule)
        4    0.000    0.000    0.000    0.000 backend_agg.py:272(option_image_nocomposite)
       11    0.000    0.000    0.000    0.000 artist.py:350(is_transform_set)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2582(notify_axes_change)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 parsers.py:1221(_create_index)
        8    0.000    0.000    0.000    0.000 missing.py:554(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        9    0.000    0.000    0.000    0.000 multiarray.py:468(can_cast)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2486(_ptp_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 offsetbox.py:410(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:92(get_num_fig_managers)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:505(set_window_title)
        4    0.000    0.000    0.000    0.000 _base.py:232(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
       12    0.000    0.000    0.000    0.000 argparse.py:1688(identity)
        1    0.000    0.000    0.000    0.000 figure.py:96(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanvar)
        1    0.000    0.000    0.000    0.000 dates.py:1358(set_axis)
        1    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        1    0.000    0.000    0.000    0.000 gridspec.py:93(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:204(_normalize)
        1    0.000    0.000    0.000    0.000 stats.py:450(cagr)
        4    0.000    0.000    0.000    0.000 axis.py:645(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:2971(set_axis_on)
       12    0.000    0.000    0.000    0.000 transforms.py:1284(depth)
        4    0.000    0.000    0.000    0.000 construction.py:682(<genexpr>)
        4    0.000    0.000    0.000    0.000 patches.py:2550(get_boxstyle)
        4    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 cast.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanprod)
        3    0.000    0.000    0.000    0.000 cast.py:1494(<genexpr>)
        6    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        3    0.000    0.000    0.000    0.000 numeric.py:2193(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 config.py:408(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:2010(wm_deiconify)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
        1    0.000    0.000    0.000    0.000 weakref.py:73(__eq__)
        6    0.000    0.000    0.000    0.000 axis.py:1486(<dictcomp>)
        8    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7f9de66e7160}
        1    0.000    0.000    0.000    0.000 _base.py:2133(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 text.py:1042(set_fontsize)
        5    0.000    0.000    0.000    0.000 artist.py:1201(mouseover)
        2    0.000    0.000    0.000    0.000 config.py:587(_get_registered_option)
        1    0.000    0.000    0.000    0.000 text.py:1059(set_fontweight)
        2    0.000    0.000    0.000    0.000 construction.py:638(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3130(__init__)
        1    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
        2    0.000    0.000    0.000    0.000 patches.py:264(get_data_transform)
        1    0.000    0.000    0.000    0.000 argparse.py:1771(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 _base.py:886(set_axes_locator)
        4    0.000    0.000    0.000    0.000 gridspec.py:528(num2)
        1    0.000    0.000    0.000    0.000 gridspec.py:113(set_height_ratios)
        1    0.000    0.000    0.000    0.000 legend.py:687(get_legend_handler_map)
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:1294(get_backend)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3007(cumprod)
        6    0.000    0.000    0.000    0.000 artist.py:1013(get_label)
        3    0.000    0.000    0.000    0.000 linalg.py:473(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1772(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2118(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 legend.py:918(get_frame)
        4    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 transforms.py:1736(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 figure.py:2059(add_axobserver)
        1    0.000    0.000    0.000    0.000 __init__.py:19(get_projection_class)
        2    0.000    0.000    0.000    0.000 text.py:345(<listcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:2527(name)
        1    0.000    0.000    0.000    0.000 config.py:403(<listcomp>)
        2    0.000    0.000    0.000    0.000 legend_handler.py:155(get_numpoints)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        2    0.000    0.000    0.000    0.000 config.py:792(inner)
        2    0.000    0.000    0.000    0.000 patches.py:290(get_facecolor)
        2    0.000    0.000    0.000    0.000 legend.py:666(get_default_handler_map)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.000    0.000 inspect.py:2619(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        3    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.internals.slice_len}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1687(is_saving)
        3    0.000    0.000    0.000    0.000 __init__.py:198(fill_binop)
        2    0.000    0.000    0.000    0.000 datetimelike.py:107(values)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 patches.py:2546(get_mutation_aspect)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:455(_get_toolmanager)
        2    0.000    0.000    0.000    0.000 _base.py:604(_request_autoscale_view)
        2    0.000    0.000    0.000    0.000 cast.py:1489(<genexpr>)
        1    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _base.py:3884(set_navigate)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        2    0.000    0.000    0.000    0.000 cast.py:1487(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 offsetbox.py:843(set_minimumdescent)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        3    0.000    0.000    0.000    0.000 nanfunctions.py:858(_nanmean_dispatcher)
        1    0.000    0.000    0.000    0.000 figure.py:1073(fixitems)
        5    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend.py:1006(set_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2224(wm_title)
        4    0.000    0.000    0.000    0.000 patches.py:2531(get_mutation_scale)
        2    0.000    0.000    0.000    0.000 transforms.py:2085(inverted)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1929(draw)
        2    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 gridspec.py:67(get_geometry)
        1    0.000    0.000    0.000    0.000 extension.py:44(cached)
        1    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:605(set_snap)
        2    0.000    0.000    0.000    0.000 patches.py:1844(<listcomp>)
        2    0.000    0.000    0.000    0.000 artist.py:827(get_clip_path)
        1    0.000    0.000    0.000    0.000 frequencies.py:423(_maybe_add_count)
        1    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 __init__.py:734(focus_set)
        1    0.000    0.000    0.000    0.000 figure.py:97(<dictcomp>)
        2    0.000    0.000    0.000    0.000 format.py:732(<dictcomp>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3153(set_history_buttons)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 format.py:457(should_show_dimensions)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:29(get_fig_manager)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        2    0.000    0.000    0.000    0.000 patches.py:1845(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:532(num2)
        2    0.000    0.000    0.000    0.000 format.py:1052(<dictcomp>)
        2    0.000    0.000    0.000    0.000 transforms.py:2077(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:995(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1252(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1243(<genexpr>)
        1    0.000    0.000    0.000    0.000 frequencies.py:361(_get_monthly_rule)
        1    0.000    0.000    0.000    0.000 frequencies.py:222(is_unique)
        2    0.000    0.000    0.000    0.000 inspect.py:2531(default)
        2    0.000    0.000    0.000    0.000 legend.py:635(_approx_text_height)
        2    0.000    0.000    0.000    0.000 numeric.py:319(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 _base.py:3900(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:224(_nanmin_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:371(__str__)
        2    0.000    0.000    0.000    0.000 dates.py:225(<lambda>)
        1    0.000    0.000    0.000    0.000 multiarray.py:990(unravel_index)
        2    0.000    0.000    0.000    0.000 __init__.py:828(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expressions.py:39(set_use_numexpr)
